allDate,prevDay,prevWeek,avgTemp,wF,MonMed,classSession,dayType,season
2/14/2009 0:00,13.24894126,7.192282399,56,6.435200042,14.76310598,1,wknd,Winter
2/15/2009 0:00,6.435200042,7.949364757,58.5,9.842070652,14.76310598,1,wknd,Winter
2/16/2009 0:00,9.842070652,15.14164716,54.5,15.52018834,14.76310598,1,wk,Winter
2/17/2009 0:00,15.52018834,14.3845648,58,15.89872951,14.76310598,1,wk,Winter
2/18/2009 0:00,15.89872951,15.14164716,70,17.03435305,14.76310598,1,wk,Winter
2/19/2009 0:00,17.03435305,16.27727069,54.5,15.89872951,14.76310598,1,wk,Winter
2/20/2009 0:00,15.89872951,13.24894126,54,13.24894126,14.76310598,1,wk,Winter
2/21/2009 0:00,13.24894126,6.435200042,53.5,7.192282399,14.76310598,1,wknd,Winter
2/22/2009 0:00,7.192282399,9.842070652,49,9.463529473,14.76310598,1,wknd,Winter
2/23/2009 0:00,9.463529473,15.52018834,53,15.89872951,14.76310598,1,wk,Winter
2/24/2009 0:00,15.89872951,15.89872951,65.5,16.27727069,14.76310598,1,wk,Winter
2/25/2009 0:00,16.27727069,17.03435305,73,16.27727069,14.76310598,1,wk,Winter
2/26/2009 0:00,16.27727069,15.89872951,77.5,15.52018834,14.76310598,1,wk,Winter
2/27/2009 0:00,15.52018834,13.24894126,74.5,13.24894126,14.76310598,1,wk,Winter
2/28/2009 0:00,13.24894126,7.192282399,52.5,7.192282399,14.76310598,1,wknd,Winter
3/1/2009 0:00,7.192282399,9.463529473,48.5,9.084988294,12.4918589,1,wknd,Spring
3/2/2009 0:00,9.084988294,15.89872951,51,15.52018834,12.4918589,1,wk,Spring
3/3/2009 0:00,15.52018834,16.27727069,59.5,15.89872951,12.4918589,1,wk,Spring
3/4/2009 0:00,15.89872951,16.27727069,67.5,15.52018834,12.4918589,1,wk,Spring
3/5/2009 0:00,15.52018834,15.52018834,73.5,15.52018834,12.4918589,1,wk,Spring
3/6/2009 0:00,15.52018834,13.24894126,75.5,12.4918589,12.4918589,1,wk,Spring
3/7/2009 0:00,12.4918589,7.192282399,74,12.11331773,12.4918589,1,wknd,Spring
3/8/2009 0:00,12.11331773,9.084988294,77,10.22061183,12.4918589,1,wknd,Spring
3/9/2009 0:00,10.22061183,15.52018834,76,16.27727069,12.4918589,1,wk,Spring
3/10/2009 0:00,16.27727069,15.89872951,76,15.52018834,12.4918589,1,wk,Spring
3/11/2009 0:00,15.52018834,15.52018834,57,16.27727069,12.4918589,1,wk,Spring
